Casos,Casos confirmados,Casos probables,Departamentos,Distritos,Provincias,Año,Eventos o daños,Semana
,,,UCAYALI,NESHUYA,PADRE ABAD,2018,Dengue,49
,,,ANCASH,COISHCO,SANTA,2018,Dengue,49
,,,LORETO,INDIANA,MAYNAS,2018,Dengue,49
,,,ICA,PARCONA,ICA,2018,Dengue,49
,,,LA LIBERTAD,SIMBAL,TRUJILLO,2018,Dengue,49
,,,ICA,SAN CLEMENTE,PISCO,2018,Dengue,49
,,,ANCASH,NUEVO CHIMBOTE,SANTA,2018,Dengue,49
,,,AMAZONAS,COPALLIN,BAGUA,2018,Dengue,49
,,,SAN MARTIN,SHAMBOYACU,PICOTA,2018,Dengue,49
,,,LIMA,HUACHO,HUAURA,2018,Dengue,49
,,,ICA,LA TINGUI�A,ICA,2018,Dengue,49
,,,LIMA,SANTIAGO DE SURCO,LIMA,2018,Dengue,49
,,,LAMBAYEQUE,SA�A,CHICLAYO,2018,Dengue,49
,,,AMAZONAS,JAZAN,BONGARA,2018,Dengue,49
,,,PIURA,SECHURA,SECHURA,2018,Dengue,49
,,,HUANUCO,RUPA-RUPA,LEONCIO PRADO,2018,Dengue,49
,,,LORETO,LAS AMAZONAS,MAYNAS,2018,Dengue,49
,,,HUANUCO,CASTILLO GRANDE,LEONCIO PRADO,2018,Dengue,49
,,,PIURA,QUERECOTILLO,SULLANA,2018,Dengue,49
,,,PIURA,MANCORA,TALARA,2018,Dengue,49
,,,PIURA,PAITA,PAITA,2018,Dengue,49
,,,LORETO,FERNANDO LORES,MAYNAS,2018,Dengue,49
,,,CAJAMARCA,CAJAMARCA,CAJAMARCA,2018,Dengue,49
,,,ANCASH,HUARMEY,HUARMEY,2018,Dengue,49
,,,PIURA,MORROPON,MORROPON,2018,Dengue,49
,,,CAJAMARCA,QUEROCOTILLO,CUTERVO,2018,Dengue,49
,,,UCAYALI,CURIMANA,PADRE ABAD,2018,Dengue,49
,,,LA LIBERTAD,TRUJILLO,TRUJILLO,2018,Dengue,49
,,,AYACUCHO,ANCHIHUAY,LA MAR,2018,Dengue,49
,,,AMAZONAS,IMAZA,BAGUA,2018,Dengue,49
,,,PIURA,CASTILLA,PIURA,2018,Dengue,49
,,,AYACUCHO,SAMUGARI,LA MAR,2018,Dengue,49
,,,MADRE DE DIOS,INAMBARI,TAMBOPATA,2018,Dengue,49
,,,AMAZONAS,LA PECA,BAGUA,2018,Dengue,49
,,,LORETO,PEBAS,MARISCAL RAMON CASTILLA,2018,Dengue,49
,,,CUSCO,QUELLOUNO,LA CONVENCION,2018,Dengue,49
,,,LORETO,PARINARI,LORETO,2018,Dengue,49
,,,HUANUCO,LUYANDO,LEONCIO PRADO,2018,Dengue,49
,,,LORETO,PUTUMAYO,PUTUMAYO,2018,Dengue,49
,,,AMAZONAS,RIO SANTIAGO,CONDORCANQUI,2018,Dengue,49
,,,PIURA,SALITRAL,MORROPON,2018,Dengue,49
,,,LORETO,PUNCHANA,MAYNAS,2018,Dengue,49
,,,ANCASH,CASMA,CASMA,2018,Dengue,49
,,,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,2018,Dengue,49
,,,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2018,Dengue,49
,,,PIURA,LA ARENA,PIURA,2018,Dengue,49
,,,LORETO,ANDOAS,DATEM DEL MARA�ON,2018,Dengue,49
,,,LORETO,REQUENA,REQUENA,2018,Dengue,49
,,,CAJAMARCA,QUEROCOTO,CHOTA,2018,Dengue,49
,,,LAMBAYEQUE,TUMAN,CHICLAYO,2018,Dengue,49
,,,PIURA,EL TALLAN,PIURA,2018,Dengue,49
,,,TUMBES,PAMPAS DE HOSPITAL,TUMBES,2018,Dengue,49
,,,LIMA,LIMA,LIMA,2018,Dengue,49
,,,AMAZONAS,NIEVA,CONDORCANQUI,2018,Dengue,49
,,,PIURA,IGNACIO ESCUDERO,SULLANA,2018,Dengue,49
,,,LAMBAYEQUE,POMALCA,CHICLAYO,2018,Dengue,49
,,,LORETO,PUINAHUA,REQUENA,2018,Dengue,49
,,,PIURA,PIURA,PIURA,2018,Dengue,49
,,,PIURA,BUENOS AIRES,MORROPON,2018,Dengue,49
,,,SAN MARTIN,SACANCHE,HUALLAGA,2018,Dengue,49
,,,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,2018,Dengue,49
,,,TUMBES,LA CRUZ,TUMBES,2018,Dengue,49
,,,PASCO,PUERTO BERMUDEZ,OXAPAMPA,2018,Dengue,49
,,,JUNIN,MAZAMARI,SATIPO,2018,Dengue,49
,,,PIURA,AYABACA,AYABACA,2018,Dengue,49
,,,LORETO,NAUTA,LORETO,2018,Dengue,49
,,,LORETO,SAQUENA,REQUENA,2018,Dengue,49
,,,SAN MARTIN,TOCACHE,TOCACHE,2018,Dengue,49
,,,LA LIBERTAD,ASCOPE,ASCOPE,2018,Dengue,49
,,,ICA,SUBTANJALLA,ICA,2018,Dengue,50
,,,LA LIBERTAD,PACASMAYO,PACASMAYO,2018,Dengue,50
,,,SAN MARTIN,RIOJA,RIOJA,2018,Dengue,50
,,,LORETO,YURIMAGUAS,ALTO AMAZONAS,2018,Dengue,50
,,,CAJAMARCA,SAN JOSE DE LOURDES,SAN IGNACIO,2018,Dengue,50
,,,HUANUCO,MARIANO DAMASO BERAUN,LEONCIO PRADO,2018,Dengue,50
,,,PIURA,SECHURA,SECHURA,2018,Dengue,50
,,,LORETO,FERNANDO LORES,MAYNAS,2018,Dengue,50
,,,SAN MARTIN,ALTO SAPOSOA,HUALLAGA,2018,Dengue,50
,,,CAJAMARCA,PUCARA,JAEN,2018,Dengue,50
,,,PIURA,PAITA,PAITA,2018,Dengue,50
,,,MADRE DE DIOS,IBERIA,TAHUAMANU,2018,Dengue,50
,,,LORETO,BARRANCA,DATEM DEL MARA�ON,2018,Dengue,50
,,,UCAYALI,SEPAHUA,ATALAYA,2018,Dengue,50
,,,LIMA,LIMA,LIMA,2018,Dengue,50
,,,LAMBAYEQUE,POMALCA,CHICLAYO,2018,Dengue,50
,,,CAJAMARCA,CAJAMARCA,CAJAMARCA,2018,Dengue,50
,,,CUSCO,ECHARATE,LA CONVENCION,2018,Dengue,50
,,,LORETO,VARGAS GUERRA,UCAYALI,2018,Dengue,50
,,,LORETO,LAGUNAS,ALTO AMAZONAS,2018,Dengue,50
,,,PIURA,CHULUCANAS,MORROPON,2018,Dengue,50
,,,PIURA,FRIAS,AYABACA,2018,Dengue,50
,,,JUNIN,RIO NEGRO,SATIPO,2018,Dengue,50
,,,HUANUCO,CHOLON,MARA�ON,2018,Dengue,50
,,,LORETO,MAZAN,MAYNAS,2018,Dengue,50
,,,AMAZONAS,CAJARURO,UTCUBAMBA,2018,Dengue,50
,,,LA LIBERTAD,GUADALUPITO,VIRU,2018,Dengue,50
,,,LA LIBERTAD,HUANCHACO,TRUJILLO,2018,Dengue,50
,,,SAN MARTIN,SHAMBOYACU,PICOTA,2018,Dengue,50
,,,PIURA,HUARMACA,HUANCABAMBA,2018,Dengue,50
,,,SAN MARTIN,NUEVO PROGRESO,TOCACHE,2018,Dengue,50
,,,LORETO,SAN JUAN BAUTISTA,MAYNAS,2018,Dengue,50
,,,PIURA,MORROPON,MORROPON,2018,Dengue,50
,,,TUMBES,LA CRUZ,TUMBES,2018,Dengue,50
,,,SAN MARTIN,NUEVA CAJAMARCA,RIOJA,2018,Dengue,50
,,,LA LIBERTAD,TRUJILLO,TRUJILLO,2018,Dengue,50
,,,ANCASH,SAMANCO,SANTA,2018,Dengue,50
,,,LORETO,LAS AMAZONAS,MAYNAS,2018,Dengue,50
,,,AYACUCHO,AYNA,LA MAR,2018,Dengue,50
,,,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,2018,Dengue,50
,,,AYACUCHO,SAMUGARI,LA MAR,2018,Dengue,50
,,,AMAZONAS,LA PECA,BAGUA,2018,Dengue,50
,,,LIMA,SAN MARTIN DE PORRES,LIMA,2018,Dengue,50
,,,AYACUCHO,LLOCHEGUA,HUANTA,2018,Dengue,50
,,,TUMBES,AGUAS VERDES,ZARUMILLA,2018,Dengue,50
,,,LORETO,PUINAHUA,REQUENA,2018,Dengue,50
,,,CAJAMARCA,SALLIQUE,JAEN,2018,Dengue,50
,,,IMPORTADOS,IMPORTADOS,IMPORTADOS,2018,Dengue,50
,,,LA LIBERTAD,PAIJAN,ASCOPE,2018,Dengue,50
,,,JUNIN,PANGOA,SATIPO,2018,Dengue,50
,,,LORETO,SAQUENA,REQUENA,2018,Dengue,50
,,,PIURA,BELLAVISTA,SULLANA,2018,Dengue,50
,,,HUANUCO,CASTILLO GRANDE,LEONCIO PRADO,2018,Dengue,50
,,,LAMBAYEQUE,LA VICTORIA,CHICLAYO,2018,Dengue,50
,,,MADRE DE DIOS,MADRE DE DIOS,MANU,2018,Dengue,50
,,,AMAZONAS,IMAZA,BAGUA,2018,Dengue,50
,,,MADRE DE DIOS,LABERINTO,TAMBOPATA,2018,Dengue,50
,,,SAN MARTIN,TOCACHE,TOCACHE,2018,Dengue,50
,,,PIURA,VEINTISEIS DE OCTUBRE,PIURA,2018,Dengue,50
,,,CUSCO,CAMANTI,QUISPICANCHI,2018,Dengue,50
,,,LORETO,ALTO TAPICHE,REQUENA,2018,Dengue,50
,,,MADRE DE DIOS,I�APARI,TAHUAMANU,2018,Dengue,50
,,,AYACUCHO,ANCO,LA MAR,2018,Dengue,50
,,,LA LIBERTAD,VICTOR LARCO HERRERA,TRUJILLO,2018,Dengue,50
,,,UCAYALI,IRAZOLA,PADRE ABAD,2018,Dengue,50
,,,LORETO,IQUITOS,MAYNAS,2018,Dengue,50
,,,LAMBAYEQUE,OLMOS,LAMBAYEQUE,2018,Dengue,50
,,,LAMBAYEQUE,MORROPE,LAMBAYEQUE,2018,Dengue,50
,,,AMAZONAS,BAGUA,BAGUA,2018,Dengue,50
,,,SAN MARTIN,JUAN GUERRA,SAN MARTIN,2018,Dengue,50
,,,LA LIBERTAD,ASCOPE,ASCOPE,2018,Dengue,50
,,,CUSCO,KIMBIRI,LA CONVENCION,2018,Dengue,50
,,,AMAZONAS,RIO SANTIAGO,CONDORCANQUI,2018,Dengue,50
,,,UCAYALI,CURIMANA,PADRE ABAD,2018,Dengue,50
,,,LORETO,BELEN,MAYNAS,2018,Dengue,50
,,,LA LIBERTAD,CHICAMA,ASCOPE,2018,Dengue,50
,,,ICA,CHINCHA ALTA,CHINCHA,2018,Dengue,50
,,,PIURA,MANCORA,TALARA,2018,Dengue,50
,,,LA LIBERTAD,LA ESPERANZA,TRUJILLO,2018,Dengue,50
,,,PIURA,CURA MORI,PIURA,2018,Dengue,50
,,,PIURA,QUERECOTILLO,SULLANA,2018,Dengue,50
,,,LORETO,NAUTA,LORETO,2018,Dengue,50
,,,TUMBES,CANOAS DE PUNTA SAL,CONTRALMIRANTE VILLAR,2018,Dengue,50
,,,LA LIBERTAD,LAREDO,TRUJILLO,2018,Dengue,50
,,,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,2018,Dengue,50
,,,LA LIBERTAD,GUADALUPE,PACASMAYO,2018,Dengue,50
,,,ANCASH,NUEVO CHIMBOTE,SANTA,2018,Dengue,50
,,,PIURA,BELLAVISTA DE LA UNION,SECHURA,2018,Dengue,50
,,,PIURA,BUENOS AIRES,MORROPON,2018,Dengue,50
,,,LAMBAYEQUE,PIMENTEL,CHICLAYO,2018,Dengue,50
,,,PIURA,LANCONES,SULLANA,2018,Dengue,50
,,,PIURA,SAN JUAN DE BIGOTE,MORROPON,2018,Dengue,50
,,,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,2018,Dengue,50
,,,ICA,CHINCHA BAJA,CHINCHA,2018,Dengue,50
,,,JUNIN,PERENE,CHANCHAMAYO,2018,Dengue,50
,,,LORETO,PUTUMAYO,PUTUMAYO,2018,Dengue,50
,,,LORETO,INDIANA,MAYNAS,2018,Dengue,50
,,,LIMA,LOS OLIVOS,LIMA,2018,Dengue,50
,,,LIMA,LURIGANCHO,LIMA,2018,Dengue,50
,,,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2018,Dengue,50
,,,LA LIBERTAD,EL PORVENIR,TRUJILLO,2018,Dengue,50
,,,ICA,SALAS,ICA,2018,Dengue,50
,,,PIURA,CASTILLA,PIURA,2018,Dengue,50
,,,LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,2018,Dengue,50
,,,SAN MARTIN,MORALES,SAN MARTIN,2018,Dengue,50
,,,PIURA,MARCAVELICA,SULLANA,2018,Dengue,50
,,,UCAYALI,IPARIA,CORONEL PORTILLO,2018,Dengue,50
,,,SAN MARTIN,SANTA ROSA,EL DORADO,2018,Dengue,50
,,,PIURA,IGNACIO ESCUDERO,SULLANA,2018,Dengue,50
,,,ANCASH,NEPE�A,SANTA,2018,Dengue,50
,,,ICA,PARCONA,ICA,2018,Dengue,50
,,,AMAZONAS,NIEVA,CONDORCANQUI,2018,Dengue,50
,,,HUANUCO,LUYANDO,LEONCIO PRADO,2018,Dengue,50
,,,LIMA,VILLA EL SALVADOR,LIMA,2018,Dengue,50
,,,ANCASH,HUARMEY,HUARMEY,2018,Dengue,50
,,,CUSCO,SANTA ANA,LA CONVENCION,2018,Dengue,50
,,,LAMBAYEQUE,MONSEFU,CHICLAYO,2018,Dengue,50
,,,PIURA,RINCONADA LLICUAR,SECHURA,2018,Dengue,50
,,,ANCASH,BUENA VISTA ALTA,CASMA,2018,Dengue,50
,,,PIURA,BERNAL,SECHURA,2018,Dengue,50
,,,AYACUCHO,CANAYRE,HUANTA,2018,Dengue,50
,,,LA LIBERTAD,POROTO,TRUJILLO,2018,Dengue,50
,,,LORETO,SARAYACU,UCAYALI,2018,Dengue,50
,,,LAMBAYEQUE,SALAS,LAMBAYEQUE,2018,Dengue,50
,,,PASCO,PUERTO BERMUDEZ,OXAPAMPA,2018,Dengue,50
,,,CUSCO,QUELLOUNO,LA CONVENCION,2018,Dengue,50
,,,UCAYALI,PADRE ABAD,PADRE ABAD,2018,Dengue,50
,,,CAJAMARCA,BELLAVISTA,JAEN,2018,Dengue,50
,,,LIMA,COMAS,LIMA,2018,Dengue,50
,,,TUMBES,MATAPALO,ZARUMILLA,2018,Dengue,50
,,,ICA,ICA,ICA,2018,Dengue,50
,,,ANCASH,COISHCO,SANTA,2018,Dengue,50
,,,ANCASH,PAMPAROMAS,HUAYLAS,2018,Dengue,50
,,,LORETO,EMILIO SAN MARTIN,REQUENA,2018,Dengue,50
,,,LIMA,SANTIAGO DE SURCO,LIMA,2018,Dengue,50
,,,HUANUCO,YUYAPICHIS,PUERTO INCA,2018,Dengue,50
,,,LA LIBERTAD,CHEPEN,CHEPEN,2018,Dengue,50
,,,LORETO,TIGRE,LORETO,2018,Dengue,50
,,,LORETO,REQUENA,REQUENA,2018,Dengue,50
,,,SAN MARTIN,SAN PABLO,BELLAVISTA,2018,Dengue,50
,,,UCAYALI,NESHUYA,PADRE ABAD,2018,Dengue,50
,,,PIURA,CATACAOS,PIURA,2018,Dengue,50
,,,LORETO,ANDOAS,DATEM DEL MARA�ON,2018,Dengue,50
,,,ICA,PARACAS,PISCO,2018,Dengue,50
,,,ICA,TUPAC AMARU INCA,PISCO,2018,Dengue,50
,,,PIURA,LA ARENA,PIURA,2018,Dengue,50
,,,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,2018,Dengue,50
,,,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,2018,Dengue,50
,,,SAN MARTIN,TARAPOTO,SAN MARTIN,2018,Dengue,50
,,,TUMBES,SAN JACINTO,TUMBES,2018,Dengue,50
,,,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,2018,Dengue,50
,,,LAMBAYEQUE,PICSI,CHICLAYO,2018,Dengue,50
,,,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,2018,Dengue,50
,,,LA LIBERTAD,FLORENCIA DE MORA,TRUJILLO,2018,Dengue,50
,,,AYACUCHO,ANCHIHUAY,LA MAR,2018,Dengue,50
,,,PIURA,SALITRAL,MORROPON,2018,Dengue,50
,,,LORETO,BALSAPUERTO,ALTO AMAZONAS,2018,Dengue,50
,,,CUSCO,PICHARI,LA CONVENCION,2018,Dengue,50
,,,AMAZONAS,COPALLIN,BAGUA,2018,Dengue,50
,,,UCAYALI,CALLERIA,CORONEL PORTILLO,2018,Dengue,50
,,,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2018,Dengue,50
,,,JUNIN,SATIPO,SATIPO,2018,Dengue,50
,,,LA LIBERTAD,VIRU,VIRU,2018,Dengue,50
,,,SAN MARTIN,BELLAVISTA,BELLAVISTA,2018,Dengue,50
,,,JUNIN,SAN RAMON,CHANCHAMAYO,2018,Dengue,50
,,,LORETO,URARINAS,LORETO,2018,Dengue,50
,,,SAN MARTIN,SAN MARTIN,EL DORADO,2018,Dengue,50
,,,ICA,SAN CLEMENTE,PISCO,2018,Dengue,50
,,,LORETO,PUNCHANA,MAYNAS,2018,Dengue,50
,,,SAN MARTIN,ALTO BIAVO,BELLAVISTA,2018,Dengue,50
,,,SAN MARTIN,CAMPANILLA,MARISCAL CACERES,2018,Dengue,50
,,,MADRE DE DIOS,HUEPETUHE,MANU,2018,Dengue,50
,,,ICA,LOS AQUIJES,ICA,2018,Dengue,50
,,,PIURA,VICE,SECHURA,2018,Dengue,50
,,,HUANUCO,MONZON,HUAMALIES,2018,Dengue,50
,,,SAN MARTIN,LAMAS,LAMAS,2018,Dengue,50
,,,ANCASH,CHIMBOTE,SANTA,2018,Dengue,50
,,,ANCASH,MORO,SANTA,2018,Dengue,50
,,,SAN MARTIN,PUCACACA,PICOTA,2018,Dengue,50
,,,JUNIN,EL TAMBO,HUANCAYO,2018,Dengue,50
,,,HUANUCO,PUERTO INCA,PUERTO INCA,2018,Dengue,50
,,,MADRE DE DIOS,LAS PIEDRAS,TAMBOPATA,2018,Dengue,50
,,,LA LIBERTAD,CHOCOPE,ASCOPE,2018,Dengue,50
,,,PIURA,LA UNION,PIURA,2018,Dengue,50
,,,CAJAMARCA,QUEROCOTO,CHOTA,2018,Dengue,50
,,,ANCASH,CASMA,CASMA,2018,Dengue,50
,,,UCAYALI,CAMPOVERDE,CORONEL PORTILLO,2018,Dengue,50
,,,ICA,SANTIAGO,ICA,2018,Dengue,50
,,,PIURA,SULLANA,SULLANA,2018,Dengue,50
,,,PIURA,PARI�AS,TALARA,2018,Dengue,50
,,,LAMBAYEQUE,TUMAN,CHICLAYO,2018,Dengue,50
,,,LORETO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,2018,Dengue,50
,,,SAN MARTIN,SACANCHE,HUALLAGA,2018,Dengue,50
,,,JUNIN,PICHANAQUI,CHANCHAMAYO,2018,Dengue,50
,,,ICA,LA TINGUI�A,ICA,2018,Dengue,50
,,,CAJAMARCA,QUEROCOTILLO,CUTERVO,2018,Dengue,50
,,,ICA,PALPA,PALPA,2018,Dengue,50
,,,LAMBAYEQUE,SA�A,CHICLAYO,2018,Dengue,50
,,,TUMBES,PAMPAS DE HOSPITAL,TUMBES,2018,Dengue,50
,,,PIURA,HUANCABAMBA,HUANCABAMBA,2018,Dengue,50
,,,LORETO,ALTO NANAY,MAYNAS,2018,Dengue,50
,,,LORETO,JENARO HERRERA,REQUENA,2018,Dengue,50
,,,PIURA,CANCHAQUE,HUANCABAMBA,2018,Dengue,50
,,,PIURA,AYABACA,AYABACA,2018,Dengue,50
,,,PIURA,LOS ORGANOS,TALARA,2018,Dengue,50
,,,PIURA,PIURA,PIURA,2018,Dengue,50
,,,SAN MARTIN,PAPAPLAYA,SAN MARTIN,2018,Dengue,50
,,,TUMBES,CASITAS,CONTRALMIRANTE VILLAR,2018,Dengue,50
,,,AYACUCHO,SANTA ROSA,LA MAR,2018,Dengue,50
,,,JUNIN,VIZCATAN DEL ENE,SATIPO,2018,Dengue,50
,,,SAN MARTIN,JEPELACIO,MOYOBAMBA,2018,Dengue,50
,,,TUMBES,TUMBES,TUMBES,2018,Dengue,50
,,,TUMBES,PAPAYAL,ZARUMILLA,2018,Dengue,50
,,,PIURA,TAMBO GRANDE,PIURA,2018,Dengue,50
,,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2018,Dengue,50
,,,AMAZONAS,ARAMANGO,BAGUA,2018,Dengue,50
,,,JUNIN,RIO TAMBO,SATIPO,2018,Dengue,50
,,,LA LIBERTAD,CHAO,VIRU,2018,Dengue,50
,,,SAN MARTIN,PICOTA,PICOTA,2018,Dengue,50
,,,LA LIBERTAD,RAZURI,ASCOPE,2018,Dengue,50
,,,UCAYALI,MANANTAY,CORONEL PORTILLO,2018,Dengue,50
,,,TUMBES,CORRALES,TUMBES,2018,Dengue,50
,,,HUANUCO,RUPA-RUPA,LEONCIO PRADO,2018,Dengue,50
,,,CAJAMARCA,EL PRADO,SAN MIGUEL,2018,Dengue,50
,,,PIURA,LA HUACA,PAITA,2018,Dengue,50
,,,LIMA,HUACHO,HUAURA,2018,Dengue,50
,,,LA LIBERTAD,SIMBAL,TRUJILLO,2018,Dengue,50
,,,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,2018,Dengue,50
,,,LORETO,NAPO,MAYNAS,2018,Dengue,50
,,,LAMBAYEQUE,CHICLAYO,CHICLAYO,2018,Dengue,50
,,,CAJAMARCA,JAEN,JAEN,2018,Dengue,50
,,,UCAYALI,RAYMONDI,ATALAYA,2018,Dengue,50
,,,CAJAMARCA,CHOTA,CHOTA,2018,Dengue,50
,,,AMAZONAS,BAGUA GRANDE,UTCUBAMBA,2018,Dengue,50
,,,HUANUCO,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,2018,Dengue,50
,,,AYACUCHO,SIVIA,HUANTA,2018,Dengue,50
,,,PIURA,EL TALLAN,PIURA,2018,Dengue,50
,,,SAN MARTIN,SAPOSOA,HUALLAGA,2018,Dengue,50
,,,LAMBAYEQUE,TUCUME,LAMBAYEQUE,2018,Dengue,50
,,,PIURA,LA MATANZA,MORROPON,2018,Dengue,50
,,,LORETO,PARINARI,LORETO,2018,Dengue,50
,,,SAN MARTIN,JUANJUI,MARISCAL CACERES,2018,Dengue,50
,,,TUMBES,ZARUMILLA,ZARUMILLA,2018,Dengue,50
,,,ICA,TATE,ICA,2018,Dengue,50
,,,JUNIN,MAZAMARI,SATIPO,2018,Dengue,50
,,,CUSCO,MARANURA,LA CONVENCION,2018,Dengue,50
,,,LORETO,PEBAS,MARISCAL RAMON CASTILLA,2018,Dengue,50
,,,ICA,RIO GRANDE,PALPA,2018,Dengue,50
,,,AMAZONAS,JAZAN,BONGARA,2018,Dengue,50
,,,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2018,Dengue,50
,,,SAN MARTIN,CACATACHI,SAN MARTIN,2018,Dengue,50
,,,PIURA,LAS LOMAS,PIURA,2018,Dengue,50
,,,TUMBES,SAN JUAN DE LA VIRGEN,TUMBES,2018,Dengue,50
,,,SAN MARTIN,BARRANQUITA,LAMAS,2018,Dengue,50
,,,MADRE DE DIOS,INAMBARI,TAMBOPATA,2018,Dengue,50
,,,ANCASH,NEPE�A,SANTA,2018,Dengue,51
,,,PASCO,PUERTO BERMUDEZ,OXAPAMPA,2018,Dengue,51
,,,ANCASH,NUEVO CHIMBOTE,SANTA,2018,Dengue,51
,,,SAN MARTIN,RIOJA,RIOJA,2018,Dengue,51
,,,LIMA,VILLA EL SALVADOR,LIMA,2018,Dengue,51
,,,TUMBES,CANOAS DE PUNTA SAL,CONTRALMIRANTE VILLAR,2018,Dengue,51
,,,PIURA,MORROPON,MORROPON,2018,Dengue,51
,,,SAN MARTIN,NUEVO PROGRESO,TOCACHE,2018,Dengue,51
,,,TUMBES,CORRALES,TUMBES,2018,Dengue,51
,,,CAJAMARCA,QUEROCOTILLO,CUTERVO,2018,Dengue,51
,,,HUANUCO,CHOLON,MARA�ON,2018,Dengue,51
,,,SAN MARTIN,JUANJUI,MARISCAL CACERES,2018,Dengue,51
,,,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,2018,Dengue,51
,,,PIURA,BUENOS AIRES,MORROPON,2018,Dengue,51
,,,UCAYALI,CALLERIA,CORONEL PORTILLO,2018,Dengue,51
,,,PIURA,LAS LOMAS,PIURA,2018,Dengue,51
,,,TUMBES,LA CRUZ,TUMBES,2018,Dengue,51
,,,LIMA,LOS OLIVOS,LIMA,2018,Dengue,51
,,,LAMBAYEQUE,PICSI,CHICLAYO,2018,Dengue,51
,,,SAN MARTIN,SANTA ROSA,EL DORADO,2018,Dengue,51
,,,CUSCO,ECHARATE,LA CONVENCION,2018,Dengue,51
,,,LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,2018,Dengue,51
,,,LORETO,PUINAHUA,REQUENA,2018,Dengue,51
,,,ICA,SANTIAGO,ICA,2018,Dengue,51
,,,PIURA,HUARMACA,HUANCABAMBA,2018,Dengue,51
,,,MADRE DE DIOS,MADRE DE DIOS,MANU,2018,Dengue,51
,,,LORETO,INDIANA,MAYNAS,2018,Dengue,51
,,,SAN MARTIN,MORALES,SAN MARTIN,2018,Dengue,51
,,,JUNIN,PICHANAQUI,CHANCHAMAYO,2018,Dengue,51
,,,ICA,CHINCHA BAJA,CHINCHA,2018,Dengue,51
,,,ICA,CHINCHA ALTA,CHINCHA,2018,Dengue,51
,,,LIMA,LIMA,LIMA,2018,Dengue,51
,,,AYACUCHO,SANTA ROSA,LA MAR,2018,Dengue,51
,,,CUSCO,KIMBIRI,LA CONVENCION,2018,Dengue,51
,,,PIURA,RINCONADA LLICUAR,SECHURA,2018,Dengue,51
,,,SAN MARTIN,PUCACACA,PICOTA,2018,Dengue,51
,,,LORETO,MAZAN,MAYNAS,2018,Dengue,51
,,,SAN MARTIN,TOCACHE,TOCACHE,2018,Dengue,51
,,,HUANUCO,LUYANDO,LEONCIO PRADO,2018,Dengue,51
,,,LAMBAYEQUE,OLMOS,LAMBAYEQUE,2018,Dengue,51
,,,LORETO,SAQUENA,REQUENA,2018,Dengue,51
,,,TUMBES,CASITAS,CONTRALMIRANTE VILLAR,2018,Dengue,51
,,,PIURA,LOS ORGANOS,TALARA,2018,Dengue,51
,,,CUSCO,MARANURA,LA CONVENCION,2018,Dengue,51
,,,LAMBAYEQUE,POMALCA,CHICLAYO,2018,Dengue,51
,,,JUNIN,SATIPO,SATIPO,2018,Dengue,51
,,,HUANUCO,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,2018,Dengue,51
,,,TUMBES,ZARUMILLA,ZARUMILLA,2018,Dengue,51
,,,SAN MARTIN,PICOTA,PICOTA,2018,Dengue,51
,,,SAN MARTIN,JUAN GUERRA,SAN MARTIN,2018,Dengue,51
,,,PIURA,QUERECOTILLO,SULLANA,2018,Dengue,51
,,,LAMBAYEQUE,CHICLAYO,CHICLAYO,2018,Dengue,51
,,,AYACUCHO,ANCHIHUAY,LA MAR,2018,Dengue,51
,,,MADRE DE DIOS,HUEPETUHE,MANU,2018,Dengue,51
,,,SAN MARTIN,BARRANQUITA,LAMAS,2018,Dengue,51
,,,AMAZONAS,LA PECA,BAGUA,2018,Dengue,51
,,,LAMBAYEQUE,TUCUME,LAMBAYEQUE,2018,Dengue,51
,,,ANCASH,PAMPAROMAS,HUAYLAS,2018,Dengue,51
,,,TUMBES,TUMBES,TUMBES,2018,Dengue,51
,,,LAMBAYEQUE,SALAS,LAMBAYEQUE,2018,Dengue,51
,,,PIURA,SAN JUAN DE BIGOTE,MORROPON,2018,Dengue,51
,,,PIURA,MANCORA,TALARA,2018,Dengue,51
,,,SAN MARTIN,ALTO BIAVO,BELLAVISTA,2018,Dengue,51
,,,ICA,TUPAC AMARU INCA,PISCO,2018,Dengue,51
